Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Gangsta's Paradise,"Coolio, L.V.",Gangsta's Paradise,0fYctMs4EvoEqzDh8Kmg5g,7lQWRAjyhTpCWFC0jmclT4,4,1995-11-07,240693,False,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974
Still D.R.E.,"Dr. Dre, Snoop Dogg",2001 (Explicit Version),5csXMdS69VOvh8MjyfwkjB,6ltPEsP4edATzvinHOzvk2,0,1999-11-16,268005,True,https://open.spotify.com/track/6ltPEsP4edATzvinHOzvk2,0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43
Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),6DN7GcZF1HywzrkGN6Eeqk,6or1bKJiZ06IlK0vFvY75k,74,2013-11-05,363521,True,https://open.spotify.com/track/6or1bKJiZ06IlK0vFvY75k,0.709,0.843,7,-2.66,1,0.314,0.395,0.0,0.799,0.625,148.134
Love The Way You Lie,"Eminem, Rihanna",Recovery,3PogVmhNucYNfyywZvTd7F,6UaRii9AH6Zss9xNMEQ2M9,0,2010-06-18,263373,True,https://open.spotify.com/track/6UaRii9AH6Zss9xNMEQ2M9,0.746,0.922,10,-5.014,1,0.236,0.246,0.0,0.515,0.638,86.961
Lose Yourself,Eminem,Curtain Call: The Hits (Deluxe Edition),5qENHeCSlwWpEzb25peRmQ,5Z01UMMf7V1o0MzF86s6WJ,77,2005-12-06,326467,True,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",Bad and Boujee (feat. Lil Uzi Vert),3tWaxq6QGN4jkrrXHcvNBA,1FvU97lrWOG2NRxErh6OZz,0,2016-10-28,334467,True,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081
SAD!,XXXTENTACION,SAD!,06cVDouWVOcPYAW6w7KOWO,35ieKju5aLWFN5UgfJ27mL,0,2018-03-02,166568,True,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
Smack That,"Akon, Eminem",Konvicted,6kzoWb4UzvKYgbDfAwgaFq,2kQuhkFX7uSVepCD3h29g5,84,2006-01-01,212360,True,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,0.939,0.741,5,-5.171,0,0.0471,0.323,0.0,0.107,0.925,118.978
Gucci Gang,Lil Pump,Lil Pump,2VVvm4zJlUQm9XmBCvGN6z,43ZyHQITOjhciSUUNPVRHc,59,2017-10-06,124056,True,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889
rockstar,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),2LomtUxwdbgjZ6Hk9u2Laa,2U7Hu2RaNQNRi7izoJyZaX,0,2018-02-02,218320,True,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX,0.578,0.532,5,-6.636,0,0.066,0.117,8.97e-05,0.143,0.12,159.784
Moonlight,XXXTENTACION,?,2Ti79nwTsont5ZHfdxIzAm,0JP9xo3adEtGSdUEISiszL,82,2018-03-16,135090,True,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
Bodak Yellow,Cardi B,All 10s Hits,6J9UsGY3gaAq2OvhJk7rDO,3zb8MJfUXnliRswQXpkYBz,31,2021-03-26,223713,False,https://open.spotify.com/track/3zb8MJfUXnliRswQXpkYBz,0.927,0.704,11,-6.335,0,0.102,0.0659,0.0,0.231,0.494,125.015
Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),40XGTQ7FN6Y3dZXJhKBe96,5eqiMMbaeUZ32Q7sS00H35,65,2014-12-12,260240,True,https://open.spotify.com/track/5eqiMMbaeUZ32Q7sS00H35,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.996
White Iverson,Post Malone,Stoney,7J0uECwRkAFLiZljgYFq1w,1Bi5t0q9j3nYXIZuZgSGvr,0,2016-12-09,256533,True,https://open.spotify.com/track/1Bi5t0q9j3nYXIZuZgSGvr,0.677,0.577,7,-7.671,1,0.0355,0.221,0.0,0.0776,0.329,130.05
Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",The Heist,76FXHQhTuT4QMIxfL09gX8,3bidbhpOYeV4knp8AIu8Xn,79,2012-10-09,258343,False,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078
FEFE (feat. Nicki Minaj & Murda Beatz),"6ix9ine, Nicki Minaj, Murda Beatz",FEFE (feat. Nicki Minaj & Murda Beatz),0gjZidNFs7O2qqE2Z5elJ3,2E124GmJRnBJuXbTb4cPUB,0,2018-07-22,179405,True,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,3swc6WTsr7rl9DqQKQA55C,75,2018-04-27,221440,True,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06
SICKO MODE,Travis Scott,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2xLMifQCjDGFmkHkpNLD9h,82,2018-08-03,312820,True,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
Rolex,Ayo & Teo,Rolex,1bHj528aZfYOKq0ve5AHMr,0pSBuHjILhNEo55xK1zrRt,67,2017-03-15,238587,False,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946
Mockingbird,Eminem,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,17baAghWcrewNOcc9dCewx,0,2005-12-06,251267,True,https://open.spotify.com/track/17baAghWcrewNOcc9dCewx,0.621,0.672,4,-3.892,0,0.276,0.21,0.0,0.13,0.228,83.808
When I'm Gone - Album Version (Edited),Eminem,Curtain Call: The Hits,3eFDUa0q5bS0bYMp9LGJLk,1CvCdoP0Dqx8qrdt2ZdMH6,34,2005-12-06,280093,False,https://open.spotify.com/track/1CvCdoP0Dqx8qrdt2ZdMH6,0.496,0.735,10,-5.551,0,0.359,0.0543,0.0,0.296,0.759,77.364
23,"Mike WiLL Made-It, Miley Cyrus, Wiz Khalifa, Juicy J",23,7Dx0pz51iSbIcbwHqLNjG4,1XHjU0TGIgl5lMFKAF25Y3,0,2013-01-01,252520,True,https://open.spotify.com/track/1XHjU0TGIgl5lMFKAF25Y3,0.863,0.609,9,-5.231,1,0.0564,0.000349,3.97e-06,0.129,0.326,140.02
Lucid Dreams,Juice WRLD,Lucid Dreams,0nelyamSDy2XwukAEGcwJT,32iYwQ4OYiurnGnOfJ1aEh,0,2018-05-04,239947,True,https://open.spotify.com/track/32iYwQ4OYiurnGnOfJ1aEh,0.437,0.481,11,-9.681,0,0.237,0.377,0.0,0.33,0.216,83.606
Black Beatles,"Rae Sremmurd, Gucci Mane",SremmLife 2 (Deluxe),5gyYLXgAcJoZrFgsmzA4MM,21xJVN5wEbJogczYxfZhqR,0,2016-08-12,291893,True,https://open.spotify.com/track/21xJVN5wEbJogczYxfZhqR,0.794,0.647,0,-6.232,1,0.0628,0.158,0.0,0.139,0.345,145.945
HUMBLE.,Kendrick Lamar,DAMN.,7wbJhbCvhPfbK1CLAkpq25,7ujx3NYtwO2LkmKGz59mXp,6,2017-04-14,177000,True,https://open.spotify.com/track/7ujx3NYtwO2LkmKGz59mXp,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,6gBFPUFcJLzWGx4lenP6h2,86,2016-09-16,243837,True,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
The Real Slim Shady,Eminem,The Marshall Mathers LP,5xifZlByZcZecgkP7sYSoW,7KccdUP4IslFXUNNseqBc7,0,2000-05-23,284533,True,https://open.spotify.com/track/7KccdUP4IslFXUNNseqBc7,0.948,0.656,5,-4.34,0,0.0606,0.0287,0.0,0.0472,0.77,104.495
Candy Shop,"50 Cent, Olivia",The Massacre,2pidzXTaHV4WaIJYRxKDCH,5D2mYZuzcgjpchVY1pmTPh,79,2005-03-03,209107,True,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,0.613,0.574,11,-7.961,1,0.467,0.0253,3.13e-05,0.38,0.755,125.18
This Is America,Childish Gambino,This Is America,7arx9qPJexCsDz67El4qvk,0b9oOr2ZgvyQu88wzixux9,67,2018-05-06,225773,True,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024
Hot N*gga,Bobby Shmurda,Hot N*gga,5ptl9Sheh9eWaogxFOZ3PV,19gEmPjfqSZT0ulDRfjl0m,69,2014-07-25,194561,True,https://open.spotify.com/track/19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879
No Type,Rae Sremmurd,SremmLife,6eDx949ONWDCN0O22wFZf7,4scpF6J5uMBvoh6sFB7EL1,68,2015-01-06,200080,True,https://open.spotify.com/track/4scpF6J5uMBvoh6sFB7EL1,0.888,0.486,6,-7.803,1,0.16,0.0158,4.11e-06,0.0925,0.232,125.079
Post to Be (feat. Chris Brown & Jhene Aiko),"Omarion, Chris Brown, Jhené Aiko",Sex Playlist,13QoXGJgs22WiDG1NWT00D,0fgZUSa7D7aVvv3GfO0A1n,68,2014-12-02,226581,True,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448
GOOBA,6ix9ine,GOOBA,4kIWi5LcrqAWQD09CE05Ps,4NhDYoQTYCdWHTvlbGVgwo,0,2020-05-08,132303,True,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),4DM34NuOlqu5S8PZAje4iF,5iNRPN7oYQvdB9AmeSW6d3,67,2015-09-25,222093,True,https://open.spotify.com/track/5iNRPN7oYQvdB9AmeSW6d3,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,4r1WecJyt5FOhglysp9zhN,1B75hgRqe7A4fwee3g3Wmu,72,1990-02-20,257360,False,https://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11,-13.22,0,0.088,0.00449,0.000343,0.0864,0.862,133.149
Mirror,"Lil Wayne, Bruno Mars",Tha Carter IV (Deluxe),7oc6i8xUILaWwQ5BJMZS3c,6MreoQf8oixWI2xRcw3Fv1,0,2011-01-01,228093,True,https://open.spotify.com/track/6MreoQf8oixWI2xRcw3Fv1,0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",Suicide Squad: The Album,5rOHrnrRomvSJhQLGVtfJ8,7qUJQSNX9QNf46CC6FgH66,58,2016-08-05,243491,True,https://open.spotify.com/track/7qUJQSNX9QNf46CC6FgH66,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021
'Till I Collapse,"Eminem, Nate Dogg",The Eminem Show,1ftvBBcu7jYIvXyt3JWB8S,6yr8GiTHWvFfi4o6Q5ebdT,0,2002-05-26,297893,True,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,0.551,0.851,1,-3.277,1,0.197,0.0748,0.0,0.0784,0.1,171.411
"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",Mac and Devin Go To High School (Music From and Inspired By The Movie),0lRlbYQMtETkabg9fNSqAl,2g7uRZ68eLtv74XrxgdT2q,62,2011-12-09,207333,True,https://open.spotify.com/track/2g7uRZ68eLtv74XrxgdT2q,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
Him & I (with Halsey),"G-Eazy, Halsey",The Beautiful & Damned,1VAc77UvK5wj8ZSWCo3V2b,5k38wzpLb15YgncyWdTZE4,76,2017-12-15,268867,True,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908
The Next Episode,"Dr. Dre, Snoop Dogg",2001 (Explicit Version),5csXMdS69VOvh8MjyfwkjB,20LxTsa6936zOlzTWqoPVt,0,1999-11-16,161600,True,https://open.spotify.com/track/20LxTsa6936zOlzTWqoPVt,0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295
I Mean It (feat. Remo),"G-Eazy, Remo the Hitmaker",These Things Happen,6wDc63NhKy2PyXdbhkRmrl,6jmTHeoWvBaSrwWttr8Xvu,66,2014-06-20,236480,True,https://open.spotify.com/track/6jmTHeoWvBaSrwWttr8Xvu,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0
Stan,"Eminem, Dido",The Marshall Mathers LP,5H0rjI1TW8F2tORPYMJXHJ,0AhrTX6TszxuoDjfOSprlz,50,2001-08-20,404107,True,https://open.spotify.com/track/0AhrTX6TszxuoDjfOSprlz,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063
Hit 'Em Up - Single Version,"2Pac, Outlawz",Greatest Hits,1WBZyULtlANBKed7Zf9cDP,0Z2J91b2iTGLVTZC4fKgxf,78,1998-01-01,312627,True,https://open.spotify.com/track/0Z2J91b2iTGLVTZC4fKgxf,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19
MotorSport,"Migos, Nicki Minaj, Cardi B",Culture II,7fd7SEK25VS3gJAUgSwL6y,4wFjTWCunQFKtukqrNijEt,67,2018-01-26,303077,True,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt,0.902,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.993
death bed (coffee for your head),"Powfu, beabadoobee",poems of the past,4VUCwdM2v9WfRR8mwZuVq4,5TEH4r5OBFcKZJBjF4qOxL,55,2020-05-29,173333,False,https://open.spotify.com/track/5TEH4r5OBFcKZJBjF4qOxL,0.725,0.431,3,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.004
a lot,21 Savage,i am > i was,007DWn799UWvfY1wwZeENR,2t8yVaLvJ0RenpXUIAC52d,78,2018-12-21,288624,True,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
P.I.M.P. - Snoop Dogg Remix,"50 Cent, Snoop Dogg",P.I.M.P.,1QfJ4QuiLb8lUHSXegyyFp,6EqElHlXS9rGsLkbgaCIqA,0,2003-08-12,288920,True,https://open.spotify.com/track/6EqElHlXS9rGsLkbgaCIqA,0.603,0.693,10,-5.897,0,0.358,0.0935,0.0,0.0506,0.834,78.045
I Love It (& Lil Pump),"Kanye West, Lil Pump",I Love It,185Tm1g5U7eMOrm3m9SQUh,4S8d14HvHb70ImctNgVzQQ,70,2018-09-07,127947,True,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053
Black and Yellow,Wiz Khalifa,Sounds of the 10s,46T0UisOZXEkklLwSFcMcA,2si4agn204FM0v4vLu2zTs,0,2022-09-09,217667,True,https://open.spotify.com/track/2si4agn204FM0v4vLu2zTs,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,2uDTi1PlpSpvAv7IRAoAEU,3eekarcy7kvN4yt5ZFzltW,83,2019-10-04,175721,True,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
Murder On My Mind,YNW Melly,Rap Songs to Shout In the Car,10STlSnAbRAtENbmbWaDDY,5uqgsh1ZmIxgBLDmPmdlZM,0,2022-08-05,268434,True,https://open.spotify.com/track/5uqgsh1ZmIxgBLDmPmdlZM,0.759,0.73,0,-7.983,0,0.0516,0.145,3.06e-06,0.11,0.74,115.002
Better Now,Post Malone,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,7dt6x5M1jzdTEt8oCbisTK,79,2018-04-27,231267,True,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,0.674,0.578,10,-5.804,1,0.0408,0.331,0.0,0.135,0.34,145.07
"Me, Myself & I","G-Eazy, Bebe Rexha",When It's Dark Out,09Q3WwGYsQe5ognkvVkmCu,40YcuQysJ0KlGQTeGUosTC,77,2015-12-04,251467,True,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995
"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)","G-Eazy, A$AP Rocky, French Montana, Juicy J, Belly","No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",4KHRZeMnXaZhFA7vnQ6Jjn,4yfdnCOjuDwf2Ivpo8vg8H,51,2017-12-13,278105,True,https://open.spotify.com/track/4yfdnCOjuDwf2Ivpo8vg8H,0.84,0.736,1,-3.757,1,0.289,0.0129,0.0,0.0849,0.415,176.051
Freestyle,Lil Baby,Too Hard,3v2cWETRwr2WD1gHHCZkP5,0JUlKBWJA1RTZyFCQiiGJY,0,2017-12-01,162053,True,https://open.spotify.com/track/0JUlKBWJA1RTZyFCQiiGJY,0.877,0.511,2,-5.572,0,0.0639,0.231,0.0,0.147,0.264,120.001
Look At Me!,XXXTENTACION,Look At Me!,3cyyJALrHc8LawnQNFYRWL,7floNISpH8VF4z4459Qo18,80,2017-02-20,126346,True,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059
Mask Off,Future,FUTURE,4NH6toqtg83WJc3RYrsMGg,7bReh0MKizMoEv5g3mCaYm,0,2017-02-17,204440,False,https://open.spotify.com/track/7bReh0MKizMoEv5g3mCaYm,0.828,0.421,2,-8.935,1,0.404,0.00599,0.0209,0.166,0.238,150.078
I Get the Bag (feat. Migos),"Gucci Mane, Migos",Mr. Davis,2aTOwGU66ocsf8IQpOI0XZ,1XRgIKC5TPwo7nWGyKqgG0,68,2017-10-13,233087,True,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948
Dior - Bonus,Pop Smoke,Meet The Woo 2 (Deluxe),4X4jcc1j6VsNb654jkH6Pg,7xQVlws5VBsECoOhjNLHNo,25,2020-05-29,216387,False,https://open.spotify.com/track/7xQVlws5VBsECoOhjNLHNo,0.543,0.787,7,-6.238,1,0.332,0.224,0.00139,0.399,0.711,137.321
Ready to Die - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster; 2015 Remaster),2ymwUMeW3BySLhKNp8UQZ3,6drwEceXZH8Yi0Xu9rUXEj,38,1994-09-13,264547,True,https://open.spotify.com/track/6drwEceXZH8Yi0Xu9rUXEj,0.727,0.831,6,-5.713,1,0.31,0.0632,3.63e-05,0.487,0.504,84.991
Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING,3MATDdrpHmQCmuOcozZjDa,7ycWLEP1GsNjVvcjawXz3z,83,2018-05-25,205040,True,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015
21 Questions,"50 Cent, Nate Dogg",Get Rich Or Die Tryin' (Explicit UK Version),12hpmbw6mQSdjQH0zsqtoz,6u68nH5R3hyc94XImtFDfc,0,2003-02-06,224427,True,https://open.spotify.com/track/6u68nH5R3hyc94XImtFDfc,0.608,0.821,6,-3.939,0,0.337,0.356,0.00029,0.0464,0.896,84.53
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in the Sky,7mkyc2BUahNfo0orKzqNGB,0QIjsbm2fh1cJ45XO9eGqq,74,2018-09-14,204665,True,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01
The Box,Roddy Ricch,Sounds of the 10s,46T0UisOZXEkklLwSFcMcA,5GO1VAMubOSbJL8lTkaGqM,0,2022-09-09,196653,True,https://open.spotify.com/track/5GO1VAMubOSbJL8lTkaGqM,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.789,0.642,116.972
Crank That (Soulja Boy),Soulja Boy,Cleaning At Home - Pop Edition,6APP9HoLEQFYYySdwgxC1G,5MA2PcR1F5HqV9RYtI3TfM,40,2020-05-08,221933,False,https://open.spotify.com/track/5MA2PcR1F5HqV9RYtI3TfM,0.733,0.74,0,-2.18,1,0.0905,0.513,0.0,0.0468,0.799,140.2
Lalala,"Y2K, bbno$",Lalala,4WlC4FXhonJhNTXCQPGP3r,51Fjme0JiitpyXKuyQiCDo,71,2019-06-28,160627,True,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,0.495,129.972
Panda,Desiigner,New English,0cHT4ll3sEPyFFWoFuibMl,5YEOzOojehCqxGQCcQiyR4,67,2016-06-26,246761,True,https://open.spotify.com/track/5YEOzOojehCqxGQCcQiyR4,0.576,0.766,10,-4.943,0,0.449,0.0278,1.71e-06,0.366,0.236,144.836
Ice Ice Baby,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,20O6lfaDAoMhUj5TAvVbb6,3XVozq1aeqsJwpXrEZrDJ9,70,2008-11-04,254467,False,https://open.spotify.com/track/3XVozq1aeqsJwpXrEZrDJ9,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012
Just A Lil Bit,50 Cent,The Massacre,3PdtIrHMhNPNGV2NQAlTuU,0x7U32vZzq7e1qVpA0MBwK,0,2005-03-03,237707,True,https://open.spotify.com/track/0x7U32vZzq7e1qVpA0MBwK,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946
Only,"Nicki Minaj, Drake, Lil Wayne, Chris Brown",The Pinkprint (International Deluxe Explicit),40XGTQ7FN6Y3dZXJhKBe96,1UZ25gykR30Oewh3dBRtVZ,61,2014-12-12,312027,True,https://open.spotify.com/track/1UZ25gykR30Oewh3dBRtVZ,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.369
Love Me,"Lil Wayne, Drake, Future",I Am Not A Human Being II (Deluxe),6Pqlfg42Sc3ElNuyt5NUiK,2XHzzp1j4IfTNp1FTn7YFg,82,2013-01-01,255053,True,https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg,0.67,0.634,11,-6.471,1,0.0326,0.0124,0.0,0.0946,0.497,124.926
Sing For The Moment,Eminem,The Eminem Show,1ftvBBcu7jYIvXyt3JWB8S,2Si43OSoa3MW5mmc0mBs36,0,2002-05-26,339667,True,https://open.spotify.com/track/2Si43OSoa3MW5mmc0mBs36,0.672,0.818,5,-4.209,0,0.109,0.00185,2.29e-06,0.0612,0.164,164.078
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,7GX5flRQZVHRAGd6B4TmDO,81,2017-08-25,182707,True,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096
Slippery (feat. Gucci Mane),"Migos, Gucci Mane",Culture,2AvupjUeMnSffKEV05x222,6p8NuHm8uCGnn2Dtbtf7zE,1,2017-04-07,304041,True,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967
Hookah,"Tyga, Young Thug",Hookah,18G8ZHAbJBrSwP9IwlNJMG,3qQ6WFhcAx6LOH1UHz1c0U,58,2014-01-01,202320,True,https://open.spotify.com/track/3qQ6WFhcAx6LOH1UHz1c0U,0.678,0.484,1,-6.647,0,0.43,0.735,0.0,0.117,0.219,190.04
BOP,DaBaby,KIRK,1NsTSXjVNE7XmZ8PmyW0wl,6Ozh9Ok6h4Oi1wUSLtBseN,73,2019-09-27,159715,True,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin' (Explicit UK Version),12hpmbw6mQSdjQH0zsqtoz,5a0S3P4JeMAoeL79YNc2UJ,0,2003-02-06,256227,True,https://open.spotify.com/track/5a0S3P4JeMAoeL79YNc2UJ,0.687,0.836,6,-2.949,0,0.352,0.0163,0.00107,0.129,0.388,107.595
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),2ogiazbrNEx0kQHGl5ZBTQ,4Oun2ylbjFKMPTiaSbbCih,77,2020-08-07,187541,True,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073
iSpy (feat. Lil Yachty),"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),15qLmAABocTCRBSbWWqL7K,2EEeOnHehOozLq4aS0n6SL,69,2016-12-02,253107,True,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
Clout (feat. Cardi B),"Offset, Cardi B",FATHER OF 4,6bPpXqJRpjwy0hLyUGtzYc,59ywHNwwchG4nZJMLyxSzd,63,2019-02-22,205803,True,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,0.919,0.622,1,-7.384,1,0.0997,0.23,4.24e-06,0.122,0.423,140.022
I Need A Doctor,"Dr. Dre, Eminem, Skylar Grey",I Need A Doctor,2IS597VgU3PdBGeMpJOZ1K,1aUT4xl8iiYNr6emik4qTB,0,2011-02-01,283733,True,https://open.spotify.com/track/1aUT4xl8iiYNr6emik4qTB,0.587,0.931,3,-4.426,1,0.467,0.103,1.16e-06,0.346,0.445,155.964
